Roster Grade,Official Grade,Grading Basis,Program and Plan,Level,Session,StudentID,IsSenior,IsJunior,IsSophomore,IsBusinessAdmin,NumericalGrade
D+,D+,GRD,Business Administration - Business Economics/Business Administration,Junior,Fall 2021 1,2036.0,0,1,0,1,1.3
B,B,GRD,Business Administration - Business Administration/Computer Science/Economics (Minor),Senior,Fall 2021 1,2038.0,1,0,0,1,3.0
A,A,GRD,Business Administration - Business Administration/Informatics (Minor),Junior,Fall 2021 1,2063.0,0,1,0,1,4.0
A,A,GRD,Intended - Business Admin (intended),Junior,Fall 2021 1,2066.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Fall 2021 1,2067.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business Administration,Junior,Fall 2021 1,2075.0,0,1,0,1,4.0
C+,C+,GRD,College of Arts and Sciences - Business Economics/Spanish (Minor),Junior,Summer 2021,1045.0,0,1,0,0,2.3
B+,B+,GRD,College of Arts and Sciences - Business Economics,Senior,Summer 2021,1073.0,1,0,0,0,3.3
B+,B+,GRD,College of Arts and Sciences - Mathematics/Business (Minor),Senior,Summer 2021,1138.0,1,0,0,0,3.3
A-,A-,GRD,Business Administration - Accounting/Business (Minor),Junior,Summer 2021,1167.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Business Administration,Senior,Summer 2021,1190.0,1,0,0,1,4.0
C+,C+,GRD,Business Administration - Accounting/Business Administration,Junior,Summer 2021,1217.0,0,1,0,1,2.3
D+,D+,GRD,College of Arts and Sciences - Human Biology/Business (Minor),Junior,Summer 2021,1554.0,0,1,0,0,1.3
D-,D-,GRD,Business Administration - Business Administration,Junior,Summer 2021,1582.0,0,1,0,1,0.7
D+,D+,GRD,College of Arts and Sciences - Communication/Business (Minor),Senior,Summer 2021,1982.0,1,0,0,0,1.3
A-,A-,GRD,Business Administration - Business Administration/Music,Senior,Summer 2021,2039.0,1,0,0,1,3.7
D,D,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,2037.0,1,0,0,0,1.0
B,B,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1597.0,1,0,0,1,3.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,1876.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1811.0,1,0,0,1,4.0
B+,B+,GRD,Business Administration - Business Administration,Junior,Spring 2023,1743.0,0,1,0,1,3.3
C+,C+,GRD,Business Administration - Business Administration/History (Minor),Junior,Spring 2023,1382.0,0,1,0,1,2.3
A,A,GRD,Business Administration - Accounting/Business (Minor)/Mathematics (Minor),Senior,Spring 2023,1771.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,2012.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1332.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1098.0,1,0,0,1,4.0
D-,D-,GRD,College of Arts and Sciences - Human Biology/Business (Minor),Senior,Spring 2023,1327.0,1,0,0,0,0.7
B+,B+,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,1254.0,1,0,0,0,3.3
C+,C+,GRD,College of Arts and Sciences - Mathematics/Business (Minor),Senior,Spring 2023,1289.0,1,0,0,0,2.3
B+,B+,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1636.0,1,0,0,1,3.3
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1160.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,1468.0,1,0,0,0,4.0
A,A,GRD,Criminal Justice - Criminal Justice/Business (Minor)/Sociology (Minor),Senior,Spring 2023,1908.0,1,0,0,0,4.0
B-,B-,GRD,Business Administration - Business Administration,Senior,Spring 2023,1081.0,1,0,0,1,2.7
C,C,GRD,Business Administration - Business Administration,Senior,Spring 2023,1306.0,1,0,0,1,2.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1709.0,1,0,0,1,4.0
C+,C+,GRD,Business Administration - Business Administration/Psychology (Minor),Senior,Spring 2023,1184.0,1,0,0,1,2.3
A,A,GRD,College of Arts and Sciences - Human Biology/Business (Minor),Senior,Spring 2023,1673.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration/Public Policy (Minor),Senior,Spring 2023,1064.0,1,0,0,1,4.0
A-,A-,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1624.0,1,0,0,1,3.7
A,A,GRD,College of Arts and Sciences - Economics/Business (Minor),Senior,Spring 2023,1968.0,1,0,0,0,4.0
A,A,GRD,Coll Engineering & Applied Sci - Computer Science/Business (Minor)/Mathematics (Minor),Senior,Spring 2023,2047.0,1,0,0,0,4.0
A,A,GRD,College of Arts and Sciences - Biology/Business (Minor),Senior,Spring 2023,1999.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration/History (Minor),Junior,Spring 2023,2049.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Mathematics (Minor),Senior,Spring 2023,1969.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1957.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1299.0,0,1,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,2046.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1107.0,0,1,0,1,4.0
A-,A-,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2023,1640.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1992.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Film Studies (Minor),Junior,Spring 2023,1798.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1959.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1430.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Biology (Minor)/Leadership (Minor),Junior,Spring 2023,1364.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1644.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1213.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Communication/Business (Minor),Junior,Spring 2023,1260.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1894.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1137.0,0,1,0,1,4.0
D-,D-,GRD,Business Administration - Accounting/Business Administration,Senior,Spring 2023,1275.0,1,0,0,1,0.7
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1240.0,0,1,0,1,4.0
A,A,GRD,"Emerg Prep, HomelandSec&Cybsec - Informatics",Junior,Spring 2023,1371.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2023,1974.0,0,1,0,1,4.0
D+,D+,GRD,College of Arts and Sciences - Business Economics,Junior,Spring 2023,1077.0,0,1,0,0,1.3
A-,A-,GRD,Business Administration - Business Administration/Sociology (Minor),Junior,Spring 2023,1230.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Accounting/Mathematics/Business (Minor),Senior,Spring 2023,1325.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Senior,Spring 2023,1947.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1295.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1388.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Anthropology (Minor),Junior,Spring 2023,1078.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Legal Studies (Minor),Senior,Spring 2023,1890.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Sociology (Minor),Senior,Spring 2023,1093.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1156.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1510.0,0,1,0,1,4.0
B-,B-,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1612.0,0,1,0,1,2.7
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1739.0,0,1,0,1,4.0
B+,B+,GRD,Business Administration - Business Administration/Sociology (Minor),Senior,Spring 2023,1772.0,1,0,0,1,3.3
A,A,GRD,Business Administration - Business Administration/Criminal Justice (Minor),Junior,Spring 2023,1793.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1848.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Psychology/Business (Minor),Junior,Spring 2023,1873.0,0,1,0,0,4.0
A-,A-,GRD,Business Administration - Business Administration,Junior,Spring 2023,1002.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Business Administration/Sociology (Minor),Junior,Spring 2023,1530.0,0,1,0,1,4.0
A-,A-,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1298.0,0,1,0,1,3.7
D+,D+,GRD,Business Administration - Business Administration,Junior,Spring 2023,1579.0,0,1,0,1,1.3
A,A,GRD,Intended - Business Admin (intended),Junior,Spring 2023,1927.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1381.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business Administration,Junior,Spring 2023,1806.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2023,1613.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business Administration,Junior,Spring 2023,1741.0,0,1,0,1,4.0
A-,A-,GRD,Business Administration - Business Administration/Legal Studies (Minor),Junior,Spring 2023,1257.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Accounting/Business Administration,Senior,Spring 2023,2042.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1194.0,0,1,0,1,4.0
A-,A-,GRD,Business Administration - Accounting/Business (Minor)/Communication (Minor),Senior,Spring 2023,1366.0,1,0,0,1,3.7
A,A,GRD,Coll Engineering & Applied Sci - Comp Science & Applied Math/Business (Minor)/Informatics (Minor)/,Junior,Spring 2023,1787.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration/Music (Minor),Junior,Spring 2023,1869.0,0,1,0,1,4.0
B+,B+,GRD,Public Affairs - Political Science/Business (Minor),Junior,Spring 2023,2031.0,0,1,0,0,3.3
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1151.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Economics (Minor),Junior,Spring 2023,1070.0,0,1,0,1,4.0
B-,B-,GRD,"Emerg Prep, HomelandSec&Cybsec - EmergPrep,HomelandSec&Cybsec/Business (Minor)",Junior,Spring 2023,1360.0,0,1,0,0,2.7
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1645.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Communication (Minor)/Theatre (Minor),Junior,Spring 2023,2021.0,0,1,0,1,4.0
B+,B+,GRD,Business Administration - Business Administration,Junior,Spring 2023,2051.0,0,1,0,1,3.3
A,A,GRD,Business Administration - Business Administration/Leadership (Minor),Junior,Spring 2023,1988.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2023,1436.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Computer Science (Minor),Junior,Spring 2023,1724.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Economics (Minor)/Leadership (Minor),Junior,Spring 2023,2057.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1649.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Creative Writing (Minor),Junior,Spring 2023,1148.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Public Health,Junior,Spring 2023,1023.0,0,1,0,1,4.0
A-,A-,GRD,Business Administration - Business Administration/French (Minor),Junior,Spring 2023,1062.0,0,1,0,1,3.7
A-,A-,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1652.0,0,1,0,1,3.7
A,A,GRD,College of Arts and Sciences - Actuarial & Mathematical Sci/Economics (Minor),Senior,Spring 2023,1658.0,1,0,0,0,4.0
B,B,GRD,Business Administration - Business Administration,Junior,Spring 2023,1203.0,0,1,0,1,3.0
A,A,GRD,Business Administration - Business Administration/Legal Studies (Minor),Senior,Spring 2023,1842.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1885.0,0,1,0,1,4.0
D-,D-,GRD,Business Administration - Business Administration,Senior,Spring 2023,1129.0,1,0,0,1,0.7
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1446.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,2043.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Computer Science (Minor),Junior,Spring 2023,1113.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1675.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business Administration,Junior,Spring 2023,1124.0,0,1,0,1,4.0
A,A,GRD,College of Arts and Sciences - Communication/Business (Minor),Senior,Spring 2023,1202.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration/Economics (Minor),Junior,Spring 2023,1461.0,0,1,0,1,4.0
C-,C-,GRD,Business Administration - Business Administration,Junior,Spring 2023,1108.0,0,1,0,1,1.7
B,B,GRD,Business Administration - Business Administration,Junior,Spring 2023,1942.0,0,1,0,1,3.0
A,A,GRD,Business Administration - Accounting/Business (Minor)/Computer Science (Minor)/Economics (Minor),Junior,Spring 2023,1178.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1238.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Informatics (Minor),Junior,Spring 2023,1913.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2023,1346.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business Administration/Psychology (Minor),Senior,Spring 2023,1304.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Economics (Minor),Junior,Spring 2023,1499.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,2071.0,0,1,0,1,4.0
B,B,GRD,Business Administration - Business Administration,Junior,Spring 2023,1132.0,0,1,0,1,3.0
A,A,GRD,Business Administration - Accounting/Business Administration,Junior,Spring 2023,1159.0,0,1,0,1,4.0
B-,B-,GRD,Business Administration - Business Administration,Junior,Spring 2023,1109.0,0,1,0,1,2.7
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1778.0,0,1,0,1,4.0
D,D,GRD,Business Administration - Business Administration/Computer Science (Minor),Senior,Spring 2023,1169.0,1,0,0,1,1.0
B+,B+,GRD,Business Administration - Business Administration,Junior,Spring 2023,1179.0,0,1,0,1,3.3
C,C,GRD,College of Arts and Sciences - Business Economics,Junior,Spring 2023,1003.0,0,1,0,0,2.0
B+,B+,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1399.0,1,0,0,1,3.3
A,A,GRD,College of Arts and Sciences - Economics/Informatics (Minor)/Japanese Studies (Minor),Senior,Spring 2023,1825.0,1,0,0,0,4.0
D,D,GRD,Business Administration - Business Administration,Senior,Spring 2023,1915.0,1,0,0,1,1.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1342.0,1,0,0,1,4.0
A,A,GRD,"Emerg Prep, HomelandSec&Cybsec - EmergPrep,HomelandSec&Cybsec/Business (Minor)",Senior,Spring 2023,1729.0,1,0,0,0,4.0
A-,A-,GRD,Business Administration - Business Administration,Senior,Spring 2023,1565.0,1,0,0,1,3.7
D,D,GRD,Intended - Accounting (intended),Junior,Spring 2023,1237.0,0,1,0,0,1.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1931.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1326.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1274.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Public Policy (Minor)/Political Science (Minor),Senior,Spring 2023,1131.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business Administration,Junior,Spring 2023,1276.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Journalism (Minor),Junior,Spring 2023,1665.0,0,1,0,1,4.0
B+,B+,GRD,Business Administration - Business Administration,Junior,Spring 2023,1893.0,0,1,0,1,3.3
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1170.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1406.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor)/Music (Minor),Senior,Spring 2023,1425.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1204.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2023,1273.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1292.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2023,1701.0,0,1,0,1,4.0
C-,C-,GRD,Business Administration - Business Administration,Junior,Spring 2023,2029.0,0,1,0,1,1.7
A-,A-,GRD,Intended - Business Admin (intended),Junior,Spring 2023,1434.0,0,1,0,0,3.7
B+,B+,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1441.0,1,0,0,1,3.3
A,A,GRD,Business Administration - Digital Forensics/Business (Minor)/Chinese Studies (Minor),Junior,Spring 2023,1556.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Criminal Justice (Minor),Junior,Spring 2023,1440.0,0,1,0,1,4.0
A-,A-,GRD,Intended - Accounting (intended),Junior,Spring 2023,1607.0,0,1,0,0,3.7
A-,A-,GRD,Business Administration - Business Administration,Junior,Spring 2023,1707.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1153.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Sustainability (Minor),Junior,Spring 2023,2013.0,0,1,0,1,4.0
B,B,GRD,"Business Administration - Business Administration/EmergPrep,HomelandSec&Cybsec/Psychology (Minor)",Senior,Spring 2023,1130.0,1,0,0,1,3.0
A,A,GRD,Business Administration - Business Administration/Political Science (Minor),Senior,Spring 2023,1142.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1300.0,0,1,0,1,4.0
B,B,GRD,Business Administration - Business Administration,Junior,Spring 2023,1024.0,0,1,0,1,3.0
A,A,GRD,Business Administration - Accounting/Business (Minor)/Computer Science (Minor),Junior,Spring 2023,1186.0,0,1,0,1,4.0
A,A,GRD,Intended - Business Admin (intended),Sophomore,Spring 2023,1469.0,0,0,1,0,4.0
D-,D-,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,1708.0,1,0,0,0,0.7
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1632.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2023,1980.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1012.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Biology (Minor)/Business (Minor),Senior,Spring 2023,1010.0,1,0,0,1,4.0
C,C,GRD,College of Arts and Sciences - Business Economics/Actuarial & Mathematical Sci,Junior,Spring 2023,1495.0,0,1,0,0,2.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1601.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2023,1660.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1061.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2023,1348.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Psychology/Business (Minor),Senior,Spring 2023,1409.0,1,0,0,0,4.0
D+,D+,GRD,Business Administration - Business Administration,Senior,Spring 2023,1524.0,1,0,0,1,1.3
B,B,GRD,Business Administration - Business Administration,Junior,Spring 2023,1925.0,0,1,0,1,3.0
A,A,GRD,College of Arts and Sciences - Business Economics,Junior,Spring 2023,2085.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1596.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1414.0,0,1,0,1,4.0
D+,D+,GRD,Intended - Business Economics (intended),Sophomore,Spring 2023,1429.0,0,0,1,0,1.3
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1814.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1287.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1472.0,0,1,0,1,4.0
C,C,GRD,Intended - Business Admin (intended),Junior,Spring 2023,1996.0,0,1,0,0,2.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1271.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2023,1283.0,0,1,0,1,4.0
D,D,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2022,2037.0,1,0,0,0,1.0
B,B,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1597.0,1,0,0,1,3.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2022,1876.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1811.0,1,0,0,1,4.0
B+,B+,GRD,Business Administration - Business Administration,Junior,Spring 2022,1743.0,0,1,0,1,3.3
C+,C+,GRD,Business Administration - Business Administration/History (Minor),Junior,Spring 2022,1382.0,0,1,0,1,2.3
A,A,GRD,Business Administration - Accounting/Business (Minor)/Mathematics (Minor),Senior,Spring 2022,1771.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2022,2012.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2022,1332.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2022,1098.0,1,0,0,1,4.0
D-,D-,GRD,College of Arts and Sciences - Human Biology/Business (Minor),Senior,Spring 2022,1327.0,1,0,0,0,0.7
B+,B+,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2022,1254.0,1,0,0,0,3.3
C+,C+,GRD,College of Arts and Sciences - Mathematics/Business (Minor),Senior,Spring 2022,1289.0,1,0,0,0,2.3
B+,B+,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1636.0,1,0,0,1,3.3
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1160.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2022,1468.0,1,0,0,0,4.0
A,A,GRD,Criminal Justice - Criminal Justice/Business (Minor)/Sociology (Minor),Senior,Spring 2022,1908.0,1,0,0,0,4.0
B-,B-,GRD,Business Administration - Business Administration,Senior,Spring 2022,1081.0,1,0,0,1,2.7
C,C,GRD,Business Administration - Business Administration,Senior,Spring 2022,1306.0,1,0,0,1,2.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1709.0,1,0,0,1,4.0
C+,C+,GRD,Business Administration - Business Administration/Psychology (Minor),Senior,Spring 2022,1184.0,1,0,0,1,2.3
A,A,GRD,College of Arts and Sciences - Human Biology/Business (Minor),Senior,Spring 2022,1673.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration/Public Policy (Minor),Senior,Spring 2022,1064.0,1,0,0,1,4.0
A-,A-,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1624.0,1,0,0,1,3.7
A,A,GRD,College of Arts and Sciences - Economics/Business (Minor),Senior,Spring 2022,1968.0,1,0,0,0,4.0
A,A,GRD,Coll Engineering & Applied Sci - Computer Science/Business (Minor)/Mathematics (Minor),Senior,Spring 2022,2047.0,1,0,0,0,4.0
A,A,GRD,College of Arts and Sciences - Biology/Business (Minor),Senior,Spring 2022,1999.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration/History (Minor),Junior,Spring 2022,2049.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Mathematics (Minor),Senior,Spring 2022,1969.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2022,1957.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2022,1299.0,0,1,0,1,4.0
A,A,GRD,College of Arts and Sciences - Business Economics,Senior,Spring 2022,2046.0,1,0,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2022,1107.0,0,1,0,1,4.0
A-,A-,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2022,1640.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Accounting/Business (Minor),Junior,Spring 2022,1992.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Film Studies (Minor),Junior,Spring 2022,1798.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2022,1959.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Accounting/Business (Minor),Senior,Spring 2022,1430.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Biology (Minor)/Leadership (Minor),Junior,Spring 2022,1364.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2022,1644.0,0,1,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2022,1213.0,1,0,0,1,4.0
A,A,GRD,College of Arts and Sciences - Communication/Business (Minor),Junior,Spring 2022,1260.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration,Senior,Spring 2022,1894.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration,Junior,Spring 2022,1137.0,0,1,0,1,4.0
D-,D-,GRD,Business Administration - Accounting/Business Administration,Senior,Spring 2022,1275.0,1,0,0,1,0.7
A,A,GRD,Business Administration - Business Administration/Communication (Minor),Junior,Spring 2022,1240.0,0,1,0,1,4.0
A,A,GRD,"Emerg Prep, HomelandSec&Cybsec - Informatics",Junior,Spring 2022,1371.0,0,1,0,0,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Junior,Spring 2022,1974.0,0,1,0,1,4.0
D+,D+,GRD,College of Arts and Sciences - Business Economics,Junior,Spring 2022,1077.0,0,1,0,0,1.3
A-,A-,GRD,Business Administration - Business Administration/Sociology (Minor),Junior,Spring 2022,1230.0,0,1,0,1,3.7
A,A,GRD,Business Administration - Accounting/Mathematics/Business (Minor),Senior,Spring 2022,1325.0,1,0,0,1,4.0
A,A,GRD,Business Administration - Business Administration/Psychology (Minor),Senior,Spring 2022,1947.0,1,0,0,1,4.0
