StudentID,AvgSecsOnCapstoneTask,AvgCapstoneScore,AvgNumAttempts
1843.0,20.88,0.96,1.38
1844.0,13.33,0.87,1.33
1845.0,21.5,0.92,1.5
1846.0,14.75,0.93,1.12
1847.0,13.12,0.92,1.5
1848.0,16.57,0.93,1.29
1849.0,14.5,0.78,1.12
1850.0,9021.22,0.98,1.33
1851.0,16.88,0.84,1.5
1852.0,102.14,0.79,1.0
1853.0,20.25,0.86,1.12
1854.0,14.14,0.77,1.14
1855.0,18.25,0.92,1.25
1856.0,17.62,0.9,1.0
1857.0,21.12,0.95,1.0
1858.0,14.45,0.96,1.0
1859.0,13.75,0.74,1.25
1860.0,25.38,1.0,1.0
1861.0,20.0,0.97,1.62
1862.0,31.88,0.74,1.38
1863.0,17.88,0.95,2.0
1864.0,17.42,0.78,1.67
1865.0,24.62,0.96,1.0
1866.0,13.7,0.8,1.0
1867.0,19.29,0.95,1.0
1868.0,19.75,0.82,1.0
1869.0,17.0,0.93,1.0
1870.0,17.38,0.7,1.12
1871.0,11.0,0.89,1.0
1872.0,20.25,0.95,1.5
1873.0,16.12,0.93,1.0
1874.0,13.5,0.73,1.0
1875.0,17.33,0.86,1.33
1876.0,14.25,0.84,1.0
1877.0,15.29,0.91,1.71
1878.0,16.71,0.63,1.14
1879.0,18.0,0.96,1.43
1880.0,19.5,0.97,2.0
1881.0,19.12,0.83,1.12
1882.0,13.62,0.98,2.25
1883.0,23.62,0.94,1.38
1885.0,16.62,0.89,1.0
1886.0,14.88,0.66,1.38
1887.0,18.75,0.89,1.12
1888.0,21.38,0.86,1.12
1889.0,17.25,0.91,1.0
1890.0,15.62,0.93,1.0
1891.0,18.25,0.9,1.0
1892.0,18.88,0.81,1.0
1893.0,16.12,0.86,1.0
1894.0,17.0,0.75,1.0
1895.0,22.62,0.86,1.0
1896.0,13.0,0.95,1.2
1897.0,17.75,0.9,1.25
1898.0,17.38,0.93,1.25
1899.0,15.5,0.74,1.0
1900.0,17.62,0.95,1.12
1901.0,18.88,1.0,1.88
1902.0,18.38,0.96,1.5
1903.0,22.0,0.96,1.38
1904.0,18.33,0.89,1.0
1905.0,18.88,0.83,1.0
1906.0,13.5,0.8,1.12
1907.0,17.25,0.95,1.0
1908.0,16.0,0.88,1.0
1909.0,16.5,0.72,1.0
1910.0,18.17,0.83,1.33
1911.0,17.4,0.61,1.0
1912.0,12.33,0.71,1.0
1913.0,16.57,0.96,1.14
1914.0,19.0,0.99,1.62
1915.0,17.14,0.68,1.0
1916.0,18.12,0.88,2.0
1917.0,29.33,0.96,1.0
1918.0,26.88,0.95,1.0
1919.0,22.38,0.9,1.12
1921.0,18.14,0.98,1.57
1922.0,16.83,0.92,1.0
1923.0,14.62,0.96,1.25
1924.0,29.5,1.0,1.12
1925.0,15.83,0.88,1.0
1926.0,19.43,0.69,1.0
1927.0,16.12,0.91,1.0
1928.0,22.38,0.87,1.0
1929.0,15.0,0.96,1.71
1930.0,18.0,0.9,1.0
1931.0,17.62,0.98,1.0
1932.0,19.0,0.91,1.0
1933.0,14.25,0.85,1.0
1934.0,28.12,0.99,1.5
1935.0,13.38,0.71,1.12
1936.0,26.14,0.94,1.14
1937.0,22.86,0.89,1.0
1938.0,24.5,0.86,1.33
1939.0,28.62,0.94,1.0
1940.0,17.14,0.9,1.29
1941.0,24.44,0.89,1.67
1942.0,18.0,0.57,1.0
1943.0,24.0,0.99,1.0
1944.0,17.5,0.95,1.0
1945.0,18.38,0.96,1.5
1946.0,16.62,0.91,1.0
1947.0,16.62,0.93,1.0
1948.0,15.62,0.91,1.0
1949.0,16.88,0.91,1.0
1950.0,14.71,0.79,1.14
1952.0,123.33,0.96,1.0
1953.0,17.0,0.81,1.0
1954.0,17.43,0.92,1.0
1955.0,19.5,0.75,1.0
1956.0,12.0,0.99,1.33
1957.0,20.75,0.94,1.25
1958.0,20.0,0.82,1.12
1959.0,15.62,0.95,1.12
1960.0,19.0,0.79,1.17
1961.0,16.57,0.81,1.86
1964.0,14.0,0.82,1.0
1965.0,23.17,0.85,1.0
1966.0,13.62,0.88,1.25
1967.0,22.12,0.85,1.0
1968.0,25.25,0.99,1.62
1969.0,15.75,0.88,1.38
1970.0,19.86,0.65,1.14
1971.0,14.71,0.79,1.14
1972.0,18.75,0.93,1.0
1973.0,16.0,0.91,1.0
1974.0,5533.75,0.94,1.12
1975.0,15.25,0.68,1.5
1976.0,17.75,0.95,1.0
1977.0,125.88,0.7,1.25
1978.0,15.75,0.94,1.38
1979.0,14.5,0.81,1.5
1980.0,16.6,0.87,1.4
1981.0,13.43,0.68,1.0
1982.0,23.75,0.68,1.0
1984.0,17.88,0.95,1.0
1985.0,14.0,0.96,1.0
1986.0,16.12,0.85,1.75
1987.0,97.75,0.91,1.0
1988.0,16.5,0.92,1.0
1989.0,18.62,0.94,1.38
1991.0,18.0,0.89,1.25
1992.0,15.38,0.97,1.38
1993.0,17.5,0.95,1.12
1994.0,18.38,0.87,1.75
1995.0,18.75,0.81,1.25
1996.0,20.71,0.85,1.0
1997.0,19.25,0.89,1.12
1998.0,14.88,0.91,1.75
1999.0,16.14,0.88,1.0
2000.0,16.0,0.94,1.38
2001.0,13.88,0.93,1.0
2002.0,17.25,0.79,1.0
2003.0,13.75,0.94,1.5
2004.0,19.0,0.87,1.88
2005.0,24.0,0.96,2.0
2006.0,18.12,0.96,1.0
2007.0,17.75,0.9,1.25
2008.0,16.4,0.88,1.0
2009.0,18.0,0.9,1.38
2010.0,13.88,0.88,1.12
2011.0,30.25,0.91,1.0
2012.0,16.12,0.83,1.0
2013.0,15.5,0.97,1.25
2014.0,16.5,0.74,1.12
2015.0,7112.33,0.92,1.0
2016.0,13.12,0.91,1.12
2017.0,21.38,0.9,1.0
2018.0,16.43,0.79,1.14
2019.0,13.75,0.85,1.0
2020.0,3139.12,0.85,1.0
2021.0,15.5,0.95,1.0
2022.0,13.0,0.88,1.38
2023.0,17.88,0.78,1.12
2024.0,14.12,0.87,1.25
2025.0,18.0,0.95,1.38
2026.0,18.5,0.94,1.38
2027.0,20.12,0.84,1.62
2029.0,17.57,0.9,1.0
2030.0,11877.67,0.97,1.67
2031.0,20.62,0.7,1.0
2032.0,5080.25,0.94,1.12
2033.0,13.75,0.79,1.25
2035.0,18.62,0.83,1.0
2036.0,15.56,0.75,1.33
2037.0,20.86,0.84,1.0
2038.0,14.0,0.88,1.0
2039.0,18.67,0.9,1.17
2040.0,17.0,0.98,1.75
2041.0,22.0,0.86,1.0
2042.0,17.5,0.97,1.12
2043.0,17.57,0.95,1.29
2044.0,13.75,0.93,1.0
2045.0,17.5,0.45,1.0
2046.0,17.29,0.88,1.14
2047.0,16.62,0.93,1.62
2048.0,19.38,0.92,1.38
2049.0,16.25,0.8,1.0
2050.0,18.0,0.78,1.2
2051.0,17.0,0.92,1.14
2052.0,18.0,0.73,1.2
2053.0,23.0,0.97,1.0
2054.0,24.25,0.74,1.0
2055.0,19.57,0.92,1.0
2056.0,18.38,0.94,1.38
2057.0,16.62,0.9,1.0
2058.0,19.33,0.87,1.17
2060.0,21.38,0.88,1.12
2061.0,23.67,0.78,1.0
2062.0,29.0,0.97,1.88
2063.0,13.88,0.84,1.38
2064.0,16.5,0.96,1.38
2065.0,18.43,0.75,1.0
2066.0,21.38,0.98,2.0
2067.0,14.25,0.93,1.62
2068.0,19.62,0.88,1.0
2069.0,16.25,0.85,1.0
2070.0,13.43,0.96,1.0
2071.0,16.38,0.96,1.38
2072.0,18.5,1.0,1.62
2073.0,19.88,0.93,1.25
2074.0,27.56,0.96,1.22
2075.0,13.62,0.97,1.12
2076.0,26.5,0.97,1.0
2077.0,17.0,0.88,1.0
2078.0,28.0,0.95,1.25
2079.0,13.5,0.77,1.0
2080.0,15.88,0.94,1.0
2081.0,19.38,0.92,1.12
2082.0,30.17,0.86,1.0
2083.0,17.33,0.85,1.0
2084.0,34.0,0.98,1.29
2085.0,18.5,0.95,1.62
2086.0,15.71,0.81,1.14
2087.0,26.75,0.9,1.0
2088.0,30.75,0.99,1.0
2089.0,17.25,0.9,1.12
2090.0,20.12,0.92,1.38
2091.0,20.0,0.98,1.0
2092.0,17.14,0.94,1.57
2093.0,17.38,0.94,2.25
2094.0,14.5,0.95,2.0
2095.0,19.0,0.88,1.0
2096.0,17.67,0.85,1.0
2097.0,19.38,0.97,1.0
2098.0,16.88,0.76,1.25
