StudentID,AvgNumLogins,NumSubmissions,TotalCourseTime,TotalLogins,LastLogin,EnrollmentDate,Instructor,Session,TotalTimeSeconds,AvgSessionSeconds
1636.0,45,19,12:28:55,40,4/25/2022 6:32:55 PM,1/27/2022 6:07:42 PM,"Liu, Mai; Dvir, Nim",Spring 2022,44935,1123
1640.0,45,23,15:40:42,45,4/22/2022 11:46:39 AM,1/27/2022 6:10:46 PM,"Liu, Mai; Dvir, Nim",Spring 2022,56442,1254
1642.0,45,20,04:30:41,55,4/26/2022 3:11:46 PM,1/27/2022 6:08:35 PM,"Liu, Mai; Dvir, Nim",Spring 2022,16241,295
1644.0,45,16,18:29:51,26,4/25/2022 7:10:00 PM,1/31/2022 3:18:39 PM,"Liu, Mai; Dvir, Nim",Spring 2022,66591,2561
1645.0,45,15,23:14:30,72,5/2/2022 12:38:35 PM,1/27/2022 9:43:54 PM,"Liu, Mai; Dvir, Nim",Spring 2022,83670,1162
1649.0,45,13,11:02:50,29,5/2/2022 8:57:46 PM,2/7/2022 1:31:48 PM,"Liu, Mai; Dvir, Nim",Spring 2022,39770,1371
1652.0,45,14,12:57:30,79,4/26/2022 12:51:11 AM,1/31/2022 11:28:09 AM,"Liu, Mai; Dvir, Nim",Spring 2022,46650,591
1658.0,45,15,12:26:48,15,4/24/2022 3:11:14 PM,1/28/2022 7:21:32 PM,"Liu, Mai; Dvir, Nim",Spring 2022,44808,2987
1660.0,45,15,01:18:54,28,5/2/2022 3:04:37 PM,1/28/2022 10:28:55 AM,"Liu, Mai; Dvir, Nim",Spring 2022,4734,169
1665.0,45,17,20:01:37,69,4/25/2022 2:16:24 PM,1/27/2022 8:50:08 PM,"Liu, Mai; Dvir, Nim",Spring 2022,72097,1045
1673.0,45,26,02:43:13,42,4/25/2022 5:24:43 PM,1/27/2022 6:07:40 PM,"Liu, Mai; Dvir, Nim",Spring 2022,9793,233
1675.0,45,15,20:50:57,21,4/25/2022 3:49:02 PM,1/27/2022 6:06:15 PM,"Liu, Mai; Dvir, Nim",Spring 2022,75057,3574
1691.0,45,7,13:32:11,19,4/20/2022 5:40:03 PM,1/27/2022 6:06:58 PM,"Liu, Mai; Dvir, Nim",Spring 2022,48731,2565
1701.0,45,16,00:37:47,31,4/25/2022 4:20:35 PM,1/27/2022 6:09:59 PM,"Liu, Mai; Dvir, Nim",Spring 2022,2267,73
1707.0,45,16,09:32:08,55,4/29/2022 1:08:20 PM,1/28/2022 11:23:49 AM,"Liu, Mai; Dvir, Nim",Spring 2022,34328,624
1708.0,45,12,21:46:15,21,4/21/2022 2:01:08 PM,2/21/2022 4:43:47 PM,"Liu, Mai; Dvir, Nim",Spring 2022,78375,3732
1709.0,45,20,14:37:05,86,4/28/2022 3:39:44 PM,1/27/2022 6:05:00 PM,"Liu, Mai; Dvir, Nim",Spring 2022,52625,612
1721.0,45,13,12:35:59,29,4/25/2022 4:34:09 PM,2/1/2022 6:09:24 PM,"Liu, Mai; Dvir, Nim",Spring 2022,45359,1564
1724.0,45,21,14:31:27,40,4/25/2022 4:25:56 PM,1/30/2022 10:27:35 PM,"Liu, Mai; Dvir, Nim",Spring 2022,52287,1307
1725.0,45,27,16:24:40,45,5/3/2022 1:15:50 PM,1/27/2022 6:05:13 PM,"Liu, Mai; Dvir, Nim",Spring 2022,59080,1313
1728.0,45,2,07:10:51,6,2/14/2022 11:05:29 PM,1/31/2022 10:00:36 PM,"Liu, Mai; Dvir, Nim",Spring 2022,25851,4308
1729.0,45,15,11:16:24,42,4/19/2022 6:10:21 PM,1/27/2022 6:09:46 PM,"Liu, Mai; Dvir, Nim",Spring 2022,40584,966
1738.0,45,15,04:30:52,15,4/11/2022 1:48:25 PM,3/22/2022 4:40:02 PM,"Liu, Mai; Dvir, Nim",Spring 2022,16252,1083
1739.0,45,15,02:23:06,60,4/22/2022 1:42:12 PM,1/27/2022 6:52:40 PM,"Liu, Mai; Dvir, Nim",Spring 2022,8586,143
1741.0,45,17,00:15:40,50,4/25/2022 9:48:45 PM,2/1/2022 5:56:56 PM,"Liu, Mai; Dvir, Nim",Spring 2022,940,19
1743.0,45,16,03:34:36,44,4/28/2022 3:08:07 PM,1/27/2022 6:05:28 PM,"Liu, Mai; Dvir, Nim",Spring 2022,12876,293
1753.0,45,19,05:35:46,52,5/6/2022 5:20:57 PM,1/30/2022 5:47:38 PM,"Liu, Mai; Dvir, Nim",Spring 2022,20146,387
