Course Name,Activity Name,Instructor,Type,Recorded in Gradebook,Attempt Selected,Activity Level Average Score,Activity Level Average Time on Task,Submitted,Grade,Score,Time on Task,StudentID
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",2098
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1001
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1018
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1022
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1030
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1028
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1035
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1036
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1041
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1044
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1046
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1052
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1056
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1071
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1074
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1079
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1086
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1098
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1098
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1106
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1111
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1116
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1117
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1120
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1122
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1134
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1145
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1152
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1154
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1165
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1168
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1174
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1174
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1183
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1211
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1222
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1224
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1236
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1239
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1241
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1243
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1246
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1253
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1261
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1262
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1264
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1267
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1269
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1290
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1297
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1305
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1307
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1311
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1312
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1319
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1341
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1344
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1351
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1356
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1377
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1383
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1393
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1402
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1410
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1411
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1422
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1431
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1435
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1445
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1454
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1465
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1479
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1489
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1496
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1502
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1503
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1504
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1507
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1525
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1529
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1544
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1551
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1552
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1564
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1569
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1575
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1577
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1587
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1589
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1593
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1594
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1600
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1619
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1621
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1631
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1641
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1678
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1680
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1683
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1687
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1689
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1693
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1697
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1699
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1711
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1712
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1738
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1738
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1745
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1744
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1748
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1750
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1773
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1776
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1784
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1791
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1817
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1818
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1819
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1820
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1832
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1843
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1844
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1845
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1846
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1847
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1857
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	9/17/2021 11:17:41 AM","	--","	100%","	00:05:51",1859
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1862
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1866
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1872
"	BITM - 330 -6399","	Access Chapter 1: Hands-On Exercise 1 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	100%","	00:05:51","	","	","	","	",1882
