Course Name,Activity Name,Instructor,Type,Recorded in Gradebook,Attempt Selected,Activity Level Average Score,Activity Level Average Time on Task,Submitted,Grade,Score,Time on Task,StudentID
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2030
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2033
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2036
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2038
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2054
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2062
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2063
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2066
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2067
"	BITM - 330 -6399","	Access Chapter 6: Hands-On Exercise 2 Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	--","	--:--:--","	","	","	","	",2075
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",2098
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1001
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1018
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/14/2021 12:14:30 PM","	--","	100%","	00:13:19",1022
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1030
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1028
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1035
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1036
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1041
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1044
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1046
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1052
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1056
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1071
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1074
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1079
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1086
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1098
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1098
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1106
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1111
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1116
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1117
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1120
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1122
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1134
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1145
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1152
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1154
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1165
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1168
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1174
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1174
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1183
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1211
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1222
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1224
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1236
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1239
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/15/2021 9:31:11 PM","	--","	100%","	01:26:39",1241
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1243
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1246
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1253
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/26/2021 7:43:03 PM","	--","	100%","	00:42:50",1261
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1262
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1264
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1267
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1269
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1290
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1297
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1305
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1307
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1311
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1312
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/20/2021 12:34:26 AM","	--","	100%","	00:51:09",1319
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	12/3/2021 1:06:57 PM","	--","	100%","	00:45:03",1341
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1344
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1351
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1356
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1377
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1383
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1393
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1402
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1410
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1411
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1422
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1431
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1435
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1445
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1454
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1465
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1479
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1489
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1496
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1502
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1503
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1504
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1507
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1525
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1529
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1544
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1551
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/7/2021 7:09:22 PM","	--","	100%","	00:15:30",1552
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1564
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1569
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1575
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1577
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1587
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1589
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1593
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/15/2021 10:19:14 PM","	--","	100%","	00:22:25",1594
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1600
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1619
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1621
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1631
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1641
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1678
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1680
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1683
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1687
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1689
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1693
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1697
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1699
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1711
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1712
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1738
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1738
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1745
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1744
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1748
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1750
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1773
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1776
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1784
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1791
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1817
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1818
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1819
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	11/4/2021 3:32:50 PM","	--","	100%","	00:21:31",1820
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1832
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1843
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1844
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1845
"	BITM - 330 -6399","	Access Chapter 6: Simulation Training","	Dvir, Nim","	Training [Skill-Based]","	Highest","	Recorded In Gradebook","	5%","	00:37:18","	--","	--","	0%","	--:--:--",1846
